category,count
,0.0
Bellissimo,0.3978019232833581
Bloop,0.01880438812685296
Igloo,0.2297582620379004
Kwality,0.01160959033907153
Lovello,0.005516424812601345
Polar,0.12024525248033936
Savoy,0.1798699446945355
Za N Zee,0.036394214225340865
