,"prefers_type_regular_cups_(chocolate,_vanilla,_strawberry,_mango)",prefers_type_premium_cups_(exclusive_flavors),prefers_type_cone,prefers_type_lolly,"prefers_type_ice_cream_sticks_(chocbar,_crunchy_bar_etc.)",prefers_type_box_or_tubs,prefers_type_scoops_(from_ice_cream_parlor),prefers_type_other,factor_taste,factor_price,factor_availability,factor_brand_reputation,factor_flavors,factor_packaging,factor_health_value,factor_other,willing_to_try_pistachio,willing_to_try_orange,willing_to_try_carrot,willing_to_try_jalpai,willing_to_try_none_of_these,willing_to_try_other,marketing_channel_social_media,marketing_channel_tv_ads,marketing_channel_word_of_mouth,marketing_channel_in-store_promotions___shopkeeper_recommendation,marketing_channel_billboards,marketing_channel_online_ads,marketing_channel_other,motivation_price_discounts,motivation_new_flavors,motivation_availability,motivation_attractive_packaging,motivation_brand_reputation,motivation_word_of_mouth,motivation_advertisement,motivation_other,num_types_preferred,num_purchase_factors,num_marketing_channels
willing_to_try_other,0.08786284019777998,-0.052772912683214684,-0.10415433852097386,-0.052772912683214684,-0.1023825194723252,-0.07655590023509527,-0.062483510539775806,0.050357974669844395,0.04050104904404708,-0.10970680682690064,-0.06003465857874313,-0.06003465857874313,-0.13678822577626595,-0.044257083711982864,-0.03528044759599941,-0.03528044759599941,-0.10781433867501865,-0.06495698024616309,-0.03253000243161777,-0.04050104904404708,-0.04548929273451369,1.0,-0.14837460030282143,-0.07000203497245562,0.14531393175878762,-0.05156616454358412,-0.0392232270276368,-0.06125638918316889,-0.024931919733558856,-0.09403048962790747,-0.12909944487358055,-0.08348113126204977,-0.06125638918316889,-0.0539791896359413,-0.05639399125837514,-0.03661566909207265,0.39942979301018533,-0.09114868165404327,-0.1341007472824973,-0.10104835611603505
marketing_channel_social_media,0.12625248377301235,0.04868675848112716,0.05543555176331889,0.0048315103836233065,0.0826745952495904,-0.06058664063704308,0.01414080236286327,0.15503344520911722,-0.06747934643201557,0.12631664527851744,0.11525410346278715,0.19792877950296273,0.06725503562825214,0.10435669751124747,0.12441395307994624,0.12441395307994624,0.07706746355884525,-0.204438266630207,0.038329089686267526,-0.1380061472190254,0.020600512393626688,-0.14837460030282143,1.0,0.11869622962000195,-0.10387278981666445,-0.18505396703545415,0.05429466343317952,0.08479401838835386,-0.20749604881505965,0.25605539589550835,-0.007436677547886003,0.03120403011365863,0.08479401838835386,0.14699128790080787,-0.002159536768578837,0.08132475025918287,-0.19957194664527733,0.13171942755897367,0.1965147718120817,0.3514177573698679
marketing_channel_tv_ads,0.014344536491154821,0.017677112031497383,0.10460218220960724,0.017677112031497383,0.11730520553399591,0.05407362739608961,-0.13220065013310844,-0.0067497263091719295,0.14007474412476853,0.10205691964398908,0.16368157601777547,0.04802633068785029,0.056289814533561994,0.13487481036236618,0.08108667148685746,0.08108667148685746,0.221662252372313,-0.12023433378823045,0.1834972433645833,-0.09216512149658683,-0.06140405107575562,-0.07000203497245562,0.11869622962000195,1.0,-0.09291913265841742,-0.04981076531812634,0.16850970625604286,0.11019347551545645,0.005935998799503724,0.14566839681946198,0.20743581267094066,0.20130893328212598,0.11019347551545645,0.2049436001872057,-0.14500890481971998,0.26589177199102026,-0.09509956702624262,0.06497278467620243,0.1806390542533765,0.5313186331251675
marketing_channel_word_of_mouth,-0.06986404405647648,0.027992422755564465,-0.0006388181614377922,0.245302020463236,0.04782087786823139,0.08264017440710711,0.134670895751064,-0.05436017076051361,0.12598224758845994,0.19437269295733467,-0.0034717450909701026,-0.08540492923786452,0.14765945930065902,-0.016286731354043838,0.038084358403999444,0.038084358403999444,-0.022463606347822747,0.030340138483118118,-0.044569446932635114,0.17948155820821687,-0.07685929676331929,0.14531393175878762,-0.10387278981666445,-0.09291913265841742,1.0,0.0410027809639086,0.09438400878445176,-0.015153585313452879,-0.022708166147411748,-0.08564362488777379,0.21841939366860477,0.17789366566982076,0.025485575299898023,0.058269181502270756,0.36953573243563287,0.07596344800675646,0.023098630955841238,0.12774281592472994,0.13207337978640724,0.3603645344396402
marketing_channel_in-store_promotions___shopkeeper_recommendation,0.05138702309854396,0.005489512306334844,0.13397455149833662,0.051758258888299956,0.06312742298115252,0.06529556615835053,0.052398499459457286,0.06671219640313042,-0.02663994509376765,-0.015074045461329753,0.20475590059109924,0.030306830051390142,0.16228979693693021,0.09102738515680239,-0.03344871385602567,-0.03344871385602567,0.03484660262185848,0.07393006717664634,-0.13263816685693836,0.08083845407763977,-0.12358677710444785,-0.05156616454358412,-0.18505396703545415,-0.04981076531812634,0.0410027809639086,1.0,0.1511887055681013,-0.023465052326597985,-0.150420286618071,-0.04930182132378073,0.18901588419231985,0.17716405804387966,-0.023465052326597985,0.22331621049563302,0.15265167284570244,0.18639379565539066,-0.03842245383142279,0.15087145400179844,0.11736763298518929,0.25545156391740154
marketing_channel_billboards,0.1672053506568329,-0.023197423410417226,0.04425708371198286,0.08629441508675208,0.19356024919735887,0.03253000243161777,0.018082966026816333,0.06276753890160056,0.05760699414746551,0.2618627232715008,0.18891847270381884,0.13731574173379424,0.18513512836978627,0.09949895520829397,0.05037079340728082,0.05037079340728082,0.07761140001162654,0.002547822383224974,0.0012759316705849213,-0.05760699414746551,-0.08975487142104766,-0.0392232270276368,0.05429466343317952,0.16850970625604286,0.09438400878445176,0.1511887055681013,1.0,0.23079011479094008,-0.11441551070947108,0.03995527512378201,0.10464973459864556,0.23291482268561853,0.1284095375528539,0.2394596189149834,0.006290245103533907,0.3138961188362789,-0.09819805060619657,0.22921557428889194,0.25729953548556944,0.5174246419323558
marketing_channel_online_ads,0.11369813705350625,0.09201985355524296,0.06911795253519318,0.13476923434074953,0.08027626826688151,0.20067314773265438,0.10758418401949588,0.05421158448916092,-0.010184944513703323,0.2595572059225878,0.13386123333776492,0.3353360488206254,0.20978915883801696,0.20264942851200465,0.02341248897538346,0.02341248897538346,0.08396223711454152,0.04310615900632578,0.11956022934483651,0.06026092170607799,-0.04724951432916792,-0.06125638918316889,0.08479401838835386,0.11019347551545645,-0.015153585313452879,-0.023465052326597985,0.23079011479094008,1.0,-0.032262931866215906,0.06239965623375277,0.1634354273291469,0.3267494981800412,0.2804878048780488,0.28943511571975955,0.1340235050249089,0.11389948355226442,-0.06957981386033094,0.22682721412539664,0.35834817930439655,0.5238929683463934
marketing_channel_other,-0.013730300661787846,0.08095142392272518,0.17147518829030264,0.08095142392272518,0.04020333593225574,0.11979984208880314,0.10837471297191555,-0.093850193435383,0.11814296175526018,0.22725955166024786,-0.027519356354799508,0.046282553869435535,-0.035714394047563075,0.04401117438872065,-0.10291428665241595,-0.10291428665241595,0.09481194446289046,0.1688331061881054,0.3357686595568335,0.24872202474791616,-0.047596703922186595,-0.024931919733558856,-0.20749604881505965,0.005935998799503724,-0.022708166147411748,-0.150420286618071,-0.11441551070947108,-0.032262931866215906,1.0,-0.004571503208824944,0.0506944777064531,0.09533933949649218,0.11416114352661012,-0.00262431940540739,0.13879959544451223,0.09012024053458076,0.397919712256879,0.08308870591679467,0.07611811166851981,0.03425046202299681
motivation_price_discounts,0.25374009895915106,0.049383070671549636,0.1174796846330305,0.049383070671549636,0.03234698354268027,-0.014037248126871928,0.00681223603646567,0.11011935817926509,-0.015634211095807368,0.20349006722907978,0.007548289552845784,0.04466071318767089,-0.04335059295932699,0.07893637791898613,0.06986523926231927,0.06986523926231927,-0.01976877835631604,-0.13803936845491285,0.07524677658355418,-0.16884947983471957,0.14143251506134843,-0.09403048962790747,0.25605539589550835,0.14566839681946198,-0.08564362488777379,-0.04930182132378073,0.03995527512378201,0.06239965623375277,-0.004571503208824944,1.0,-0.16691515516711514,-0.0664268412037184,-0.08486353247790378,0.18475510257514238,0.10404998811499606,0.1418296401794985,-0.08108628932418616,0.1443393085719808,0.07452639311885478,0.122651276016129
motivation_new_flavors,-0.03524445781520743,0.03453462753687753,0.08556715544511725,0.28402969178289067,0.18118178535252985,0.19210711456800206,0.05951832759922861,-0.04912007634319584,0.22208057891294739,0.23215148362163768,0.19066085095399068,0.11227067530043353,0.3649585362677974,0.06700453428393943,0.05829998335404766,0.05829998335404766,0.2916801332810131,0.008385910090443793,0.08043859297375862,0.07017416062305029,-0.18996721631086236,-0.12909944487358055,-0.007436677547886003,0.20743581267094066,0.21841939366860477,0.18901588419231985,0.10464973459864556,0.1634354273291469,0.0506944777064531,-0.16691515516711514,1.0,0.28671865022117515,0.12455361195648695,0.2125448442101356,0.23547650373312337,0.17903749421234677,0.0027624731005491494,0.21796145511440906,0.38551172358364816,0.37840518193512823
motivation_availability,0.039323705684536574,-0.0010060802864194118,0.11516670279090817,0.15728388477690136,0.16458635703918723,0.2927487751033074,0.08745171591430369,-0.03540299741259246,0.11745788525792743,0.207744261754358,0.34613573467078573,0.19693384721452012,0.2797832477115979,0.18017506989623291,-0.03771033561961307,-0.03771033561961307,0.22264907731249534,0.12615409708664183,0.11759239659938159,0.16066981628927196,-0.1862518376330401,-0.08348113126204977,0.03120403011365863,0.20130893328212598,0.17789366566982076,0.17716405804387966,0.23291482268561853,0.3267494981800412,0.09533933949649218,-0.0664268412037184,0.28671865022117515,1.0,0.17874012856297838,0.17706987490542714,0.21564989521875746,0.1897832254741993,-0.05389327835319784,0.24687465611160547,0.35846922663936037,0.4658136203902518
motivation_attractive_packaging,0.039981762480353844,0.1775186151262561,0.06911795253519318,0.04927047276973639,0.15428095307541292,0.08827078333809797,0.147255851876685,0.010396742230797984,0.1400429870634207,0.11015354592812264,0.053271307144620736,0.2950410857240533,0.13044582312363875,0.20264942851200465,0.07866596295728842,0.07866596295728842,0.12120864305257123,-0.07427522782628443,0.0019926704890806082,0.06026092170607799,-0.000787491905486132,-0.06125638918316889,0.08479401838835386,0.11019347551545645,0.025485575299898023,-0.023465052326597985,0.1284095375528539,0.2804878048780488,0.11416114352661012,-0.08486353247790378,0.12455361195648695,0.17874012856297838,1.0,0.28943511571975955,0.25822329763961505,0.3827022647356085,0.09797973788495581,0.17211374065757368,0.23972447325201948,0.257838075281351
motivation_brand_reputation,0.20412521416579602,0.11875878017910947,0.16544503546018963,0.11875878017910947,0.13595252567645155,0.1900399156826522,0.2765885910941934,0.04004936458861244,0.14988221603904306,0.1760602018111729,0.08955228032371468,0.5582573604050923,0.22681686519035402,0.12027335333521597,0.12774782086979591,0.12774782086979591,0.18558093976750706,0.003506325154885731,0.04319620198480262,0.061927382674814194,-0.04163631791214144,-0.0539791896359413,0.14699128790080787,0.2049436001872057,0.058269181502270756,0.22331621049563302,0.2394596189149834,0.28943511571975955,-0.00262431940540739,0.18475510257514238,0.2125448442101356,0.17706987490542714,0.28943511571975955,1.0,0.03784199234683624,0.507783483048204,-0.04654843557260388,0.3416137085152902,0.3949392333746301,0.41915976277145334
